0.000000,1.035
0.001133,1.036
0.002153,1.035
0.003069,1.037
0.004190,1.035
0.005005,1.034
0.005992,1.035
0.007064,1.037
0.008301,1.036
0.009051,1.036
0.010006,1.035
0.011057,1.036
0.012037,1.035
0.013054,1.036
0.014001,1.035
0.015054,1.037
0.016013,1.037
0.017031,1.035
0.018008,1.036
0.019026,1.036
0.020086,1.034
0.020990,1.036
0.022079,1.035
0.023057,1.037
0.024045,1.035
0.025034,1.036
0.026003,1.035
0.027002,1.035
0.028039,1.038
0.029034,1.037
0.030083,1.034
0.031029,1.036
0.031998,1.034
0.033066,1.035
0.034004,1.035
0.035073,1.036
0.036047,1.035
0.037034,1.035
0.038049,1.036
0.039014,1.035
0.039991,1.035
0.041025,1.034
0.042062,1.034
0.043029,1.036
0.043989,1.036
0.045083,1.036
0.046001,1.035
0.047007,1.035
0.048066,1.036
0.049035,1.037
0.049991,1.036
0.050994,1.037
0.052013,1.036
0.053005,1.033
0.054090,1.035
0.055034,1.037
0.056004,1.035
0.057037,1.035
0.058044,1.035
0.059053,1.035
0.060043,1.037
0.061012,1.036
0.062063,1.037
0.062989,1.037
0.064018,1.036
0.064992,1.035
0.066053,1.035
0.066995,1.036
0.068020,1.036
0.069002,1.035
0.070076,1.034
0.071011,1.038
0.072049,1.034
0.072999,1.036
0.074061,1.035
0.075027,1.035
0.076005,1.036
0.077095,1.037
0.078013,1.034
0.079051,1.034
0.080013,1.038
0.081067,1.036
0.082100,1.035
0.082991,1.035
0.084056,1.037
0.085016,1.034
0.085998,1.036
0.087124,1.034
0.088012,1.034
0.089027,1.035
0.090006,1.036
0.091031,1.037
0.092028,1.036
0.093004,1.036
0.094054,1.034
0.095029,1.036
0.096015,1.035
0.097047,1.036
0.098054,1.034
0.099000,1.037
0.100072,1.035
0.101040,1.034
0.102074,1.038
0.103012,1.037
0.104070,1.034
0.105040,1.037
0.106011,1.037
0.107036,1.034
0.108063,1.036
0.109091,1.035
0.109993,1.036
0.111044,1.034
0.112110,1.034
0.113032,1.037
0.114007,1.035
0.115053,1.034
0.116060,1.036
0.117030,1.035
0.118015,1.036
0.119008,1.035
0.120046,1.035
0.121041,1.034
0.122028,1.035
0.123063,1.037
0.124053,1.034
0.125019,1.036
0.126055,1.034
0.127026,1.035
0.127997,1.035
0.129032,1.035
0.130038,1.035
0.131024,1.035
0.132017,1.036
0.133052,1.034
0.134011,1.036
0.134996,1.036
0.136045,1.034
0.137079,1.039
0.137993,1.036
0.139002,1.034
0.140027,1.036
0.141019,1.035
0.142022,1.035
0.143067,1.036
0.144048,1.036
0.145086,1.034
0.146041,1.034
0.147031,1.035
0.148068,1.036
0.149043,1.035
0.150067,1.036
0.150993,1.034
0.152047,1.037
0.153061,1.034
0.154015,1.036
0.155018,1.035
0.156070,1.036
0.157026,1.036
0.158092,1.036
0.159031,1.035
0.160060,1.037
0.161055,1.034
0.162026,1.034
0.163045,1.038
0.164030,1.037
0.165061,1.035
0.166101,1.035
0.167046,1.037
0.168035,1.036
0.169014,1.035
0.170011,1.037
0.170989,1.036
0.172019,1.035
0.173063,1.035
0.174043,1.035
0.175002,1.037
0.176050,1.035
0.177013,1.034
0.178059,1.034
0.179013,1.035
0.180051,1.037
0.181015,1.037
0.182015,1.037
0.183051,1.036
0.184007,1.034
0.185034,1.036
0.186000,1.037
0.187049,1.034
0.188022,1.035
0.189009,1.034
0.190049,1.034
0.191027,1.035
0.191992,1.036
0.193032,1.035
0.193997,1.035
0.195024,1.035
0.195994,1.035
0.197047,1.034
0.197991,1.035
0.199057,1.036
0.200017,1.037
0.201058,1.036
0.202030,1.035
0.202991,1.034
0.204010,1.037
0.205020,1.034
0.205993,1.036
0.207032,1.035
0.207996,1.036
0.209057,1.036
0.210060,1.036
0.211064,1.037
0.212037,1.037
0.213065,1.035
0.214049,1.037
0.215050,1.036
0.216022,1.034
0.217000,1.034
0.218010,1.034
0.219071,1.035
0.219997,1.036
0.221037,1.035
0.222009,1.034
0.223035,1.035
0.224004,1.034
0.225051,1.034
0.226015,1.035
0.226995,1.035
0.227998,1.036
0.229062,1.034
0.230044,1.034
0.231006,1.036
0.231999,1.037
0.233029,1.034
0.233989,1.034
0.235025,1.035
0.235999,1.036
0.237046,1.035
0.238065,1.036
0.239039,1.035
0.240021,1.038
0.241074,1.034
0.242048,1.035
0.243013,1.035
0.244076,1.034
0.245004,1.037
0.246051,1.037
0.247040,1.034
0.247999,1.037
0.249079,1.034
0.250004,1.037
0.251046,1.037
0.252018,1.036
0.253035,1.035
0.254063,1.037
0.254993,1.035
0.256009,1.037
0.257056,1.035
0.257996,1.036
0.259022,1.034
0.260014,1.036
0.261015,1.034
0.262062,1.037
0.262999,1.036
0.264014,1.035
0.265062,1.036
0.266010,1.036
0.267030,1.037
0.267991,1.035
0.268990,1.034
0.270015,1.036
0.271060,1.036
0.272007,1.036
0.273027,1.035
0.274014,1.035
0.275017,1.038
0.276000,1.036
0.277043,1.034
0.278012,1.035
0.279081,1.036
0.280020,1.036
0.281032,1.036
0.282079,1.034
0.283041,1.035
0.284000,1.034
0.284993,1.037
0.285995,1.037
0.287021,1.036
0.288066,1.037
0.289041,1.035
0.290061,1.036
0.291054,1.035
0.292010,1.035
0.293016,1.037
0.293991,1.035
0.295008,1.036
0.296065,1.034
0.297008,1.034
0.298002,1.035
0.298997,1.035
0.300022,1.036
0.301028,1.036
0.302000,1.034
0.303026,1.035
0.304083,1.035
0.305039,1.034
0.306068,1.035
0.307032,1.036
0.308037,1.037
0.309024,1.037
0.310025,1.035
0.311043,1.034
0.312002,1.036
0.313060,1.035
0.314027,1.034
0.315011,1.036
0.316051,1.035
0.317005,1.036
0.318047,1.034
0.319031,1.036
0.320016,1.036
0.321020,1.035
0.322007,1.035
0.323036,1.036
0.324007,1.036
0.325055,1.036
0.325989,1.034
0.326993,1.034
0.328031,1.035
0.329009,1.037
0.329992,1.035
0.330993,1.036
0.332035,1.034
0.333005,1.035
0.334001,1.038
0.335049,1.036
0.336068,1.037
0.337047,1.038
0.337999,1.038
0.339064,1.036
0.340045,1.035
0.341017,1.034
0.342079,1.034
0.343003,1.034
0.344048,1.035
0.345030,1.035
0.345995,1.036
0.347056,1.035
0.348048,1.034
0.349058,1.034
0.350007,1.035
0.351051,1.035
0.352034,1.037
0.353065,1.036
0.354024,1.035
0.355004,1.035
0.356018,1.035
0.357063,1.038
0.358010,1.037
0.359046,1.036
0.360030,1.036
0.361032,1.034
0.362062,1.034
0.363059,1.034
0.364001,1.034
0.365039,1.037
0.366006,1.036
0.367009,1.034
0.368050,1.036
0.369031,1.034
0.370018,1.036
0.371074,1.035
0.372019,1.037
0.373037,1.035
0.374085,1.034
0.375023,1.035
0.376044,1.035
0.377024,1.036
0.377990,1.036
0.379023,1.035
0.380070,1.035
0.381007,1.034
0.382029,1.035
0.383020,1.034
0.384027,1.034
0.385008,1.034
0.386053,1.036
0.387076,1.036
0.388028,1.036
0.389008,1.035
0.390042,1.035
0.390991,1.034
0.392052,1.034
0.392998,1.035
0.393994,1.036
0.395039,1.036
0.396047,1.036
0.397017,1.035
0.398036,1.037
0.399085,1.036
0.399992,1.035
0.401018,1.034
0.402065,1.035
0.403002,1.036
0.404018,1.034
0.405069,1.034
0.406017,1.035
0.407009,1.035
0.408054,1.036
0.409077,1.036
0.410021,1.035
0.411064,1.035
0.411990,1.034
0.413025,1.036
0.414040,1.035
0.414995,1.034
0.416056,1.036
0.417058,1.033
0.418042,1.036
0.419027,1.036
0.420001,1.035
0.421073,1.036
0.422019,1.036
0.423059,1.034
0.424024,1.034
0.425063,1.036
0.426060,1.037
0.426993,1.036
0.428038,1.034
0.429016,1.036
0.430062,1.035
0.431025,1.035
0.432005,1.035
0.433046,1.036
0.434011,1.035
0.435044,1.036
0.436015,1.035
0.437067,1.035
0.438037,1.034
0.439058,1.036
0.440047,1.036
0.440995,1.034
0.442016,1.034
0.443061,1.038
