# Time [ms], MC signal
14.505997,0.524
14.507049,0.527
14.507989,0.524
14.508985,0.527
14.510044,0.527
14.510997,0.528
14.512045,0.526
14.513024,0.529
14.514052,0.529
14.515040,0.529
14.515992,0.529
14.517034,0.531
14.518020,0.529
14.519025,0.529
14.520015,0.529
14.521044,0.529
14.522030,0.531
14.522984,0.533
14.524012,0.531
14.524996,0.531
14.526042,0.531
14.526991,0.533
14.527989,0.533
14.529031,0.533
14.529997,0.532
14.531038,0.533
14.531997,0.530
14.533072,0.531
14.534006,0.531
14.535047,0.530
14.536029,0.530
14.536984,0.529
14.538074,0.529
14.539022,0.529
14.540002,0.527
14.541033,0.525
14.541998,0.525
14.542989,0.524
14.544028,0.525
14.545009,0.524
14.546038,0.523
14.547002,0.522
14.548066,0.522
14.549015,0.518
14.550004,0.520
14.550989,0.517
14.552037,0.516
14.553000,0.518
14.554031,0.516
14.554986,0.516
14.556023,0.516
14.557001,0.512
14.557986,0.514
14.559037,0.514
14.559993,0.512
14.561022,0.512
14.561997,0.513
14.563045,0.512
14.564077,0.512
14.565047,0.512
14.566018,0.511
14.566983,0.510
14.568040,0.510
14.569012,0.512
14.570074,0.512
14.571001,0.510
14.571983,0.509
14.573032,0.510
14.574059,0.510
14.575026,0.512
14.575992,0.510
14.577033,0.511
14.578006,0.509
14.579001,0.508
14.580073,0.509
14.581011,0.510
14.581988,0.510
14.583028,0.510
14.584058,0.511
14.585037,0.508
14.586058,0.508
14.587036,0.510
14.588030,0.509
14.589075,0.510
14.589992,0.509
14.591036,0.508
14.592017,0.508
14.593007,0.509
14.594047,0.508
14.595027,0.509
14.596030,0.508
14.596994,0.508
14.598035,0.510
14.599003,0.509
14.599991,0.508
14.601029,0.509
14.602014,0.511
14.603043,0.509
14.604008,0.509
14.605066,0.508
14.606014,0.510
14.606995,0.510
14.608047,0.510
14.609025,0.511
14.610076,0.511
14.611017,0.509
14.611993,0.509
14.613033,0.510
14.614065,0.512
14.615035,0.510
14.615987,0.511
14.617037,0.512
14.618018,0.512
14.619073,0.508
14.620029,0.509
14.621056,0.510
14.622045,0.509
14.623023,0.510
14.624029,0.511
14.625007,0.509
14.626038,0.508
14.627001,0.508
14.628059,0.510
14.629033,0.509
14.630012,0.510
14.631048,0.510
14.632081,0.510
14.633042,0.510
14.633994,0.508
14.635048,0.509
14.636033,0.510
14.637083,0.509
14.638039,0.511
14.639004,0.510
14.640047,0.511
14.641017,0.509
14.642064,0.510
14.643034,0.512
14.644010,0.511
14.645052,0.510
14.646022,0.512
14.647051,0.511
14.648023,0.511
14.648996,0.512
14.650043,0.511
14.651033,0.512
14.651985,0.512
14.653046,0.511
14.654058,0.512
14.655031,0.513
14.656002,0.513
14.657020,0.511
14.658012,0.511
14.659054,0.510
14.660049,0.511
14.661037,0.512
14.662037,0.511
14.663023,0.512
14.664031,0.513
14.665019,0.513
14.666002,0.511
14.667009,0.511
14.668068,0.512
14.669098,0.512
14.670035,0.512
14.671083,0.512
14.672014,0.512
14.673010,0.513
14.674020,0.510
14.675052,0.513
14.676033,0.514
14.677042,0.512
14.678005,0.512
14.679048,0.513
14.679990,0.513
14.681027,0.512
14.682057,0.514
14.683022,0.513
14.684005,0.516
14.685021,0.516
14.686023,0.516
14.687076,0.516
14.688014,0.519
14.688993,0.520
14.690009,0.519
14.691048,0.520
14.692000,0.521
14.693006,0.522
14.693995,0.521
14.695021,0.522
14.696013,0.521
14.697051,0.523
14.698058,0.524
14.699043,0.522
14.700004,0.523
14.701023,0.523
14.702023,0.522
14.703041,0.522
14.703985,0.520
14.705025,0.520
14.706038,0.519
14.707017,0.521
14.708077,0.518
14.709059,0.520
14.710031,0.520
14.710986,0.520
14.711995,0.520
14.713044,0.520
14.714008,0.520
14.715053,0.520
14.716009,0.519
14.717038,0.519
14.718004,0.520
14.719002,0.517
14.720058,0.518
14.720995,0.519
14.722014,0.519
14.723061,0.518
14.724015,0.519
14.725035,0.519
14.725988,0.517
14.727034,0.519
14.727984,0.519
14.729052,0.518
14.729991,0.518
14.731046,0.518
14.732025,0.517
14.733026,0.517
14.734054,0.519
14.735018,0.519
14.736023,0.520
14.737058,0.518
14.738025,0.518
14.739010,0.519
14.740038,0.518
14.741031,0.519
14.742052,0.519
14.743009,0.518
14.743983,0.516
14.745037,0.517
14.746029,0.519
14.747058,0.520
14.748014,0.517
14.748987,0.517
14.750039,0.518
14.751024,0.519
14.752059,0.516
14.753029,0.516
14.754000,0.516
14.755041,0.517
14.756014,0.516
14.757052,0.516
14.758008,0.516
14.759050,0.516
14.760034,0.516
14.761005,0.516
14.762012,0.516
14.763000,0.516
14.764030,0.514
14.764994,0.516
14.766044,0.515
14.766994,0.512
14.768051,0.516
14.769043,0.516
14.769986,0.516
14.771030,0.515
14.772056,0.513
14.772984,0.514
14.774048,0.516
14.775023,0.512
14.776030,0.512
14.777001,0.513
14.778020,0.513
14.779017,0.512
14.780066,0.512
14.781028,0.512
14.782017,0.512
14.783034,0.512
14.784081,0.509
14.785018,0.512
14.786040,0.512
14.786991,0.511
14.788033,0.510
14.789027,0.511
14.790022,0.511
14.791007,0.511
14.792010,0.512
14.792999,0.509
14.794027,0.511
14.794997,0.511
14.795989,0.510
14.797018,0.511
14.798089,0.509
14.799042,0.509
14.800016,0.509
14.800986,0.509
14.802008,0.509
14.803082,0.509
14.804028,0.509
14.805001,0.509
14.805988,0.508
14.807017,0.510
14.808073,0.508
14.809028,0.507
14.809998,0.509
14.810991,0.511
14.811997,0.508
14.813056,0.506
14.814007,0.508
14.815049,0.509
14.816021,0.508
14.817025,0.509
14.818031,0.509
14.819008,0.509
14.820038,0.507
14.820993,0.509
14.822030,0.508
14.823019,0.507
14.823992,0.508
14.825039,0.506
14.825995,0.507
14.827022,0.508
14.827988,0.508
14.828991,0.507
14.829995,0.507
14.831052,0.508
14.832020,0.509
14.832986,0.508
14.834036,0.507
14.835006,0.508
14.836077,0.507
14.837015,0.508
14.838058,0.509
14.838998,0.507
14.840042,0.508
14.841022,0.508
14.841987,0.509
14.843049,0.507
14.844052,0.507
14.845016,0.507
14.846005,0.507
14.847049,0.508
14.848032,0.508
14.848989,0.508
14.850046,0.509
14.851008,0.509
14.852039,0.507
14.853030,0.509
14.853985,0.509
14.855035,0.510
14.855999,0.507
14.857028,0.508
14.858009,0.509
14.859011,0.509
14.860004,0.508
14.861003,0.509
14.862022,0.509
14.863068,0.510
14.864007,0.510
14.865019,0.510
14.865999,0.508
14.867058,0.512
14.868019,0.511
14.868998,0.510
14.870032,0.510
14.871077,0.510
14.872024,0.511
14.872983,0.511
14.873990,0.512
14.874984,0.510
14.876003,0.512
14.877048,0.512
14.877996,0.508
14.879016,0.512
14.880015,0.512
14.881018,0.511
14.882048,0.512
14.883047,0.511
14.884079,0.512
14.885031,0.512
14.886003,0.512
14.887021,0.512
14.888068,0.512
14.889025,0.511
14.890016,0.512
14.891006,0.512
14.892010,0.512
14.893039,0.511
14.894005,0.511
14.895008,0.512
14.896059,0.512
14.897057,0.513
14.898011,0.513
14.899017,0.512
14.900004,0.513
14.901022,0.513
14.902087,0.513
14.903024,0.513
14.903983,0.513
14.904983,0.512
14.906023,0.514
14.907029,0.512
14.908001,0.512
14.909034,0.515
14.910030,0.513
14.911041,0.511
14.912026,0.513
14.912993,0.516
14.913997,0.512
14.915031,0.513
14.916032,0.515
14.917050,0.515
14.918008,0.513
14.918987,0.513
14.920016,0.515
14.921006,0.516
14.922059,0.516
14.923004,0.515
14.924045,0.516
14.924993,0.514
14.926005,0.516
14.926998,0.513
14.928025,0.514
14.929010,0.514
14.930077,0.513
14.931004,0.515
14.932049,0.516
14.932983,0.516
14.934052,0.516
14.935023,0.513
14.936042,0.516
14.936985,0.516
14.938026,0.514
14.938989,0.516
14.939996,0.516
14.941051,0.515
14.941995,0.516
14.943044,0.516
14.943994,0.519
14.945048,0.518
14.945996,0.516
14.947025,0.517
14.947993,0.517
14.949018,0.517
14.949998,0.517
14.951050,0.516
14.951984,0.519
14.953013,0.516
14.954059,0.516
14.954983,0.518
14.956049,0.516
14.957029,0.516
14.957984,0.517
14.958999,0.518
14.959986,0.517
14.961004,0.518
14.962050,0.517
14.963009,0.517
14.964046,0.516
14.965041,0.518
14.966060,0.518
14.967017,0.516
14.968047,0.518
14.969017,0.519
14.970050,0.517
14.970992,0.516
14.972052,0.517
14.973004,0.517
14.974047,0.518
14.975016,0.518
14.976044,0.516
14.977031,0.517
14.978007,0.518
14.979048,0.517
14.980027,0.517
14.981056,0.517
14.982021,0.516
14.983002,0.519
14.984047,0.517
14.985025,0.516
14.986056,0.519
14.987011,0.516
14.988048,0.518
14.989030,0.517
14.989983,0.517
14.991035,0.516
14.992000,0.516
14.993029,0.518
14.994004,0.516
14.995051,0.518
14.996082,0.516
14.997043,0.517
14.997995,0.516
14.999054,0.518
15.000047,0.518
15.000986,0.516
15.002032,0.516
15.002998,0.517
15.004028,0.517
15.005076,0.518
15.006035,0.516
15.007013,0.516
15.008050,0.518
15.008985,0.518
15.009987,0.516
15.011014,0.517
15.012069,0.517
15.013057,0.519
15.013998,0.516
15.015055,0.518
15.016006,0.517
15.017047,0.516
15.018019,0.518
15.019063,0.517
15.020053,0.517
15.021009,0.518
15.022056,0.520
15.023028,0.516
15.024070,0.519
15.025033,0.517
15.025993,0.516
15.027039,0.519
15.028031,0.516
15.029067,0.516
15.030040,0.517
15.031011,0.517
15.031985,0.516
15.033026,0.520
15.034059,0.516
15.035059,0.517
15.035994,0.517
15.037050,0.516
15.038023,0.520
15.039059,0.517
15.040015,0.518
15.041057,0.516
15.042040,0.520
15.043020,0.520
15.044065,0.519
15.045020,0.517
15.046049,0.517
15.047014,0.517
15.047986,0.518
15.049054,0.518
15.050019,0.516
15.051005,0.518
15.052047,0.518
15.053009,0.516
15.054042,0.517
15.055031,0.517
15.055988,0.516
15.057038,0.516
15.058002,0.518
15.059031,0.518
15.060013,0.516
15.061051,0.516
15.062018,0.518
15.063009,0.516
15.064060,0.516
15.065030,0.516
15.066049,0.516
15.067006,0.516
15.068058,0.516
15.069038,0.516
15.070027,0.516
15.070997,0.516
15.072059,0.516
15.072984,0.517
15.074037,0.514
15.075022,0.518
15.076052,0.516
15.077014,0.516
15.077996,0.518
15.079037,0.516
15.080011,0.516
15.081063,0.516
15.082019,0.516
15.083047,0.517
15.084019,0.514
15.085003,0.516
15.086009,0.516
15.086996,0.516
15.088026,0.516
15.089003,0.513
15.090054,0.516
15.091009,0.515
15.092019,0.517
15.093062,0.516
15.094072,0.516
15.095024,0.516
15.095992,0.516
15.097003,0.517
15.098006,0.516
15.099051,0.516
15.099996,0.516
15.100990,0.517
15.102028,0.516
15.103038,0.516
15.104021,0.516
15.105087,0.516
15.106061,0.514
15.107096,0.517
15.108026,0.516
15.108997,0.516
15.110016,0.516
15.111022,0.516
15.111993,0.517
15.112983,0.517
15.114080,0.516
15.115032,0.516
15.116050,0.517
15.116983,0.516
15.118017,0.515
15.119041,0.517
15.119992,0.516
15.121009,0.516
15.122054,0.515
15.123021,0.516
15.124029,0.516
15.125041,0.516
15.126011,0.517
15.127037,0.515
15.128000,0.515
15.129041,0.514
15.129993,0.516
15.130984,0.516
15.132003,0.516
15.133064,0.516
15.133992,0.517
15.135059,0.516
15.136040,0.517
15.136994,0.516
15.138057,0.517
15.138997,0.516
15.140040,0.516
15.141019,0.516
15.141992,0.517
15.143062,0.518
15.143989,0.516
15.145038,0.518
15.146009,0.517
15.147027,0.516
15.147993,0.516
15.149020,0.516
15.149986,0.516
15.151025,0.516
15.152056,0.516
15.153037,0.517
15.153987,0.516
15.155037,0.516
15.156018,0.516
15.157029,0.516
15.158082,0.518
15.159034,0.517
15.159992,0.516
15.160983,0.516
15.162023,0.517
15.163033,0.517
15.164021,0.517
15.165039,0.518
15.166019,0.519
15.167040,0.516
15.167990,0.517
15.169074,0.516
15.169998,0.516
15.171057,0.517
15.172049,0.517
15.173006,0.517
15.174015,0.517
15.174986,0.518
15.176005,0.516
15.177050,0.516
15.178017,0.516
15.178995,0.517
15.179998,0.516
15.181015,0.516
15.182078,0.517
15.183002,0.516
15.184055,0.516
15.184997,0.518
15.186032,0.519
15.186986,0.517
15.188015,0.518
15.188989,0.516
15.190013,0.517
15.191008,0.517
15.192072,0.516
15.193006,0.516
15.193987,0.516
15.195016,0.516
15.195989,0.516
15.197045,0.516
15.198042,0.516
15.199030,0.517
15.200026,0.516
15.200989,0.516
15.202042,0.516
15.202983,0.517
15.204053,0.517
15.205002,0.517
15.206049,0.518
15.207033,0.517
15.208030,0.517
15.209026,0.516
15.210015,0.516
15.211056,0.517
15.212034,0.516
15.213030,0.517
15.214029,0.518
15.215000,0.518
15.216039,0.516
15.216993,0.516
15.218022,0.516
15.218986,0.517
15.220042,0.517
15.220994,0.516
15.221987,0.516
15.223016,0.518
15.223983,0.518
15.225032,0.516
15.226074,0.516
15.227038,0.516
15.228029,0.516
15.229000,0.517
15.229994,0.517
15.230990,0.517
15.232050,0.517
15.233008,0.517
15.234064,0.516
15.235049,0.514
15.235984,0.517
15.237041,0.518
15.237993,0.517
15.239049,0.517
15.240051,0.516
15.240999,0.516
15.242072,0.516
15.243017,0.516
15.243983,0.516
15.245034,0.518
15.245984,0.518
15.246998,0.515
15.248039,0.516
15.248988,0.519
15.250074,0.516
15.251011,0.517
15.252050,0.517
15.252984,0.516
15.253986,0.516
15.255030,0.516
15.255994,0.516
15.257040,0.516
15.258036,0.517
15.259063,0.517
15.260078,0.518
15.261002,0.516
15.262044,0.516
15.263014,0.517
15.264059,0.518
15.265042,0.517
15.266013,0.517
15.267054,0.519
15.268018,0.516
15.269047,0.518
15.270065,0.516
15.271025,0.516
15.271991,0.516
15.273031,0.516
15.274062,0.517
15.275019,0.517
15.276056,0.516
15.277029,0.516
15.278018,0.516
15.279059,0.517
15.280045,0.518
15.280999,0.516
15.282015,0.518
15.282994,0.516
15.284013,0.516
15.285062,0.518
15.286016,0.516
15.287028,0.516
15.288083,0.517
15.289029,0.517
15.290001,0.516
15.291046,0.516
15.291984,0.516
15.293020,0.517
15.294012,0.519
15.295026,0.516
15.296054,0.518
15.297018,0.516
15.298022,0.517
15.299049,0.516
15.300042,0.517
15.301026,0.516
15.302050,0.520
15.303021,0.517
15.304040,0.516
15.304985,0.518
15.306034,0.519
15.306989,0.516
15.307999,0.518
15.309037,0.518
15.310003,0.516
15.311043,0.517
15.311993,0.519
15.313007,0.517
15.313988,0.518
15.315025,0.518
15.316009,0.516
15.317011,0.517
15.318039,0.516
15.319033,0.516
15.320018,0.518
15.321079,0.518
15.322026,0.518
15.323053,0.516
15.324019,0.517
15.325032,0.517
15.325988,0.517
15.327049,0.518
15.328073,0.516
15.329008,0.519
15.330028,0.517
15.331059,0.516
15.331997,0.518
15.333041,0.516
15.334070,0.516
15.335000,0.516
15.336045,0.518
15.337031,0.517
15.337983,0.517
15.339023,0.517
15.340051,0.517
15.340995,0.516
15.342036,0.519
15.342993,0.519
15.343986,0.519
15.345007,0.517
15.346035,0.516
15.347027,0.517
15.348046,0.518
15.349011,0.516
15.349984,0.516
15.351017,0.519
15.352006,0.516
15.353018,0.516
15.354049,0.516
15.355024,0.518
15.356037,0.517
15.356983,0.517
15.358045,0.517
15.359022,0.517
15.360032,0.517
15.361028,0.516
15.361993,0.518
15.362998,0.517
15.364039,0.519
15.364990,0.517
15.366001,0.516
15.366993,0.516
15.368020,0.516
15.369066,0.518
15.370012,0.519
15.371039,0.517
15.371983,0.517
15.373023,0.516
15.374021,0.516
15.375016,0.517
15.376035,0.518
15.376992,0.517
15.378021,0.518
15.378991,0.517
15.379986,0.517
15.381045,0.518
15.382003,0.516
15.383030,0.517
15.383995,0.518
15.385046,0.518
15.385988,0.517
15.387043,0.518
15.388024,0.518
15.389036,0.518
15.390039,0.517
15.391022,0.516
15.392041,0.516
15.393031,0.518
15.394071,0.517
15.395003,0.518
15.396000,0.516
15.397023,0.518
15.398039,0.517
15.399024,0.516
15.399986,0.517
15.401053,0.516
15.401995,0.518
15.403056,0.519
15.404037,0.517
15.405003,0.516
15.406049,0.519
15.406986,0.519
15.408000,0.517
15.409044,0.518
15.410018,0.519
15.410988,0.519
15.412051,0.517
15.413074,0.518
15.414009,0.518
15.415054,0.518
15.416024,0.516
15.417080,0.516
15.418034,0.517
15.418983,0.519
15.419990,0.517
15.421044,0.517
15.422007,0.516
15.423062,0.517
15.423999,0.518
15.425030,0.516
15.426013,0.518
15.427016,0.517
15.428059,0.517
15.429040,0.517
15.429984,0.516
15.431010,0.516
15.431996,0.516
15.433014,0.517
15.434050,0.517
15.435017,0.516
15.436030,0.516
15.437057,0.517
15.438023,0.516
15.439026,0.517
15.440008,0.516
15.441019,0.516
15.442052,0.516
15.443058,0.517
15.444030,0.517
15.444986,0.517
15.445994,0.517
15.446990,0.516
15.448018,0.516
15.449064,0.516
15.450010,0.518
15.451036,0.516
15.452083,0.517
15.453028,0.517
15.453987,0.517
15.455058,0.516
15.455997,0.515
15.457009,0.517
15.458056,0.516
15.459002,0.516
15.460023,0.518
15.461009,0.517
15.462064,0.517
15.463006,0.517
15.464051,0.516
15.464986,0.516
15.466038,0.518
15.467009,0.516
15.468033,0.517
15.469080,0.518
15.470041,0.516
15.471010,0.517
15.472002,0.516
15.473005,0.516
15.474033,0.516
15.475000,0.517
15.476004,0.516
15.476994,0.516
15.478048,0.516
15.479077,0.514
15.480006,0.516
15.481002,0.517
15.482032,0.517
15.482983,0.517
15.483983,0.516
15.485001,0.517
15.486047,0.517
15.486985,0.513
15.487998,0.517
15.489053,0.516
15.490006,0.516
15.490990,0.516
15.491987,0.517
15.493011,0.517
15.494018,0.516
15.494998,0.516
15.496025,0.516
15.497079,0.516
15.498018,0.517
15.498984,0.518
15.500031,0.517
15.500983,0.516
15.502022,0.516
15.503019,0.516
15.504038,0.516
15.504997,0.516
15.506059,0.515
15.507024,0.516
15.508010,0.516
15.509054,0.516
15.510044,0.514
15.510983,0.517
15.512026,0.516
15.513013,0.516
15.514058,0.517
15.515055,0.516
15.515990,0.513
15.517030,0.516
15.517995,0.517
15.519024,0.517
15.519995,0.514
15.520992,0.516
15.522040,0.516
15.523008,0.517
15.524038,0.516
15.524995,0.516
15.526035,0.516
15.527003,0.516
15.528003,0.516
15.529048,0.515
15.529983,0.516
15.531072,0.516
15.532042,0.516
15.533029,0.516
15.533996,0.517
15.535053,0.516
15.536050,0.516
15.537039,0.516
15.538024,0.516
15.539009,0.516
15.539987,0.517
15.541043,0.516
15.542050,0.516
15.543025,0.516
15.544013,0.516
15.545029,0.517
15.545998,0.516
15.547057,0.516
15.548037,0.516
15.548994,0.517
15.550029,0.516
15.550985,0.516
15.552036,0.517
15.553046,0.516
15.554069,0.516
15.555011,0.517
15.556041,0.517
15.557030,0.516
15.558058,0.514
15.559023,0.517
15.559995,0.516
15.561000,0.514
15.561988,0.517
15.563024,0.516
15.564007,0.515
15.565071,0.516
15.566007,0.516
15.566994,0.516
15.568032,0.516
15.568996,0.516
15.570046,0.516
15.570997,0.517
15.572039,0.514
15.573010,0.516
15.574050,0.516
15.575053,0.516
15.576000,0.519
15.577041,0.517
15.578022,0.516
15.579042,0.516
15.579987,0.517
15.581035,0.518
15.581985,0.516
15.582991,0.516
15.584032,0.517
15.584996,0.517
15.585996,0.519
15.587016,0.516
15.588047,0.516
15.589012,0.516
15.589984,0.516
15.591026,0.517
15.592018,0.516
15.592998,0.517
15.594006,0.518
15.594999,0.516
15.596020,0.518
15.597065,0.516
15.598012,0.516
15.599032,0.516
15.600017,0.517
15.601035,0.516
15.602063,0.517
15.602991,0.517
15.604002,0.516
15.604997,0.517
15.606040,0.517
15.606988,0.516
15.608074,0.516
15.609007,0.516
15.610058,0.516
15.611030,0.516
15.612060,0.517
15.613015,0.516
15.614044,0.516
15.615048,0.518
15.616018,0.516
15.616995,0.516
15.618040,0.515
15.619063,0.516
15.619992,0.517
15.621035,0.517
15.622022,0.516
15.623040,0.516
15.624013,0.516
15.624983,0.516
15.625992,0.516
15.627032,0.516
15.627990,0.516
15.629009,0.516
15.630001,0.516
15.631019,0.516
15.632065,0.516
15.633002,0.516
15.634024,0.517
15.635042,0.516
15.636043,0.516
15.637024,0.516
15.637991,0.517
15.638994,0.516
15.640045,0.516
15.641025,0.516
15.642044,0.514
15.642992,0.517
15.644050,0.516
15.645000,0.516
15.646011,0.516
15.647056,0.516
15.647985,0.517
15.649030,0.516
15.650054,0.518
15.650984,0.516
15.652059,0.515
15.653013,0.516
15.654029,0.516
15.655013,0.516
15.655986,0.516
15.656999,0.517
15.658040,0.516
15.659032,0.515
15.660028,0.516
15.661046,0.515
15.662004,0.516
15.663033,0.516
15.663998,0.516
15.664992,0.516
15.666072,0.516
15.667027,0.516
15.668056,0.516
15.669020,0.514
15.669998,0.516
15.671002,0.516
15.671990,0.514
15.673036,0.515
15.674002,0.516
15.674989,0.516
15.676030,0.516
15.677011,0.518
15.678048,0.516
15.679012,0.516
15.680001,0.516
15.681037,0.516
15.681994,0.516
15.683029,0.516
15.684009,0.516
15.685049,0.516
15.686016,0.516
15.687088,0.516
15.688035,0.515
15.689007,0.514
15.689988,0.516
15.691023,0.517
15.692004,0.516
15.693006,0.516
15.694051,0.514
15.695047,0.516
15.696038,0.515
15.697030,0.516
15.698027,0.517
15.699005,0.517
15.700035,0.516
15.701009,0.516
15.701989,0.517
15.703019,0.515
15.703985,0.516
15.705031,0.516
15.706079,0.516
15.707041,0.515
15.707992,0.516
15.709060,0.516
15.710031,0.518
15.710993,0.517
15.712056,0.516
15.713057,0.517
15.714032,0.518
15.715024,0.516
15.715987,0.518
15.717044,0.516
15.717995,0.516
15.719037,0.516
15.720017,0.516
15.721043,0.516
15.722002,0.516
15.722984,0.516
15.724004,0.517
15.725048,0.516
15.726016,0.514
15.727051,0.516
15.728017,0.516
15.729020,0.516
15.730050,0.516
15.731047,0.517
15.732080,0.516
15.733032,0.514
15.734004,0.516
15.735029,0.516
15.736030,0.516
15.737033,0.516
15.738030,0.516
15.739003,0.516
15.740007,0.515
15.741034,0.516
15.741999,0.516
15.743002,0.516
15.744054,0.516
15.744987,0.516
15.746022,0.516
15.747006,0.518
15.748010,0.516
15.749037,0.516
15.750012,0.516
15.751030,0.515
15.752060,0.516
15.753056,0.516
15.754080,0.516
15.755014,0.515
15.756032,0.516
15.756997,0.516
15.758060,0.516
15.758985,0.516
15.760045,0.515
15.761015,0.516
15.762043,0.514
15.763010,0.516
15.764052,0.517
15.765024,0.516
15.766010,0.516
15.766983,0.516
15.768054,0.513
15.768993,0.517
15.770044,0.516
15.771006,0.517
15.772037,0.516
15.773016,0.516
15.774036,0.516
15.775009,0.514
15.776013,0.516
15.777045,0.514
15.778006,0.516
15.779034,0.516
15.780000,0.516
15.780995,0.516
15.782041,0.516
15.782995,0.516
15.784024,0.516
15.784989,0.516
15.786045,0.514
15.786983,0.515
15.788057,0.514
15.789032,0.516
15.790035,0.516
15.791022,0.516
15.791986,0.516
15.793042,0.516
15.793985,0.516
15.795028,0.516
15.796029,0.513
15.797061,0.515
15.798017,0.514
15.799052,0.514
15.800026,0.516
15.800996,0.516
15.801993,0.514
15.802993,0.516
15.804023,0.515
15.805008,0.514
15.806013,0.513
15.807038,0.516
15.807995,0.515
15.809022,0.515
15.810005,0.514
15.810994,0.516
15.812027,0.518
15.812984,0.516
15.814014,0.516
15.815055,0.515
15.816055,0.516
15.817032,0.516
15.817988,0.514
15.819031,0.515
15.820044,0.516
15.820986,0.516
15.822027,0.516
15.823051,0.516
15.824000,0.516
15.824993,0.516
15.826012,0.516
15.827075,0.515
15.828014,0.515
15.829026,0.516
15.830081,0.516
15.831026,0.515
15.832000,0.515
15.833045,0.516
15.833983,0.516
15.834995,0.515
15.836052,0.516
15.837015,0.516
15.838029,0.515
15.839075,0.515
15.840029,0.515
15.841041,0.516
15.842020,0.516
15.843040,0.514
15.843990,0.516
15.845051,0.516
15.846081,0.516
15.847058,0.516
15.848039,0.516
15.849002,0.514
15.850009,0.517
15.851049,0.512
15.852000,0.516
15.853005,0.516
15.854009,0.516
15.854990,0.516
15.855985,0.514
15.857020,0.516
15.858027,0.514
15.859005,0.515
15.860032,0.516
15.861024,0.516
15.862044,0.515
15.862990,0.516
15.864052,0.516
15.865075,0.516
15.866013,0.516
15.867019,0.516
15.868044,0.516
15.869004,0.516
15.870045,0.516
15.870994,0.516
15.872012,0.514
15.872993,0.516
15.874012,0.516
15.875057,0.514
15.876020,0.515
15.876986,0.516
15.878057,0.516
15.879026,0.516
15.880033,0.516
15.881004,0.516
15.882023,0.514
15.883070,0.514
15.884032,0.515
15.884989,0.516
15.886057,0.516
15.887034,0.516
15.888041,0.516
15.889013,0.516
15.890040,0.516
15.891040,0.516
15.891987,0.516
15.892998,0.516
15.894045,0.514
15.894983,0.514
15.896003,0.514
15.896999,0.516
15.898062,0.516
15.899009,0.513
15.900054,0.516
15.901077,0.514
15.902006,0.516
15.902999,0.515
15.904031,0.514
15.905009,0.514
15.906039,0.516
15.907005,0.516
15.907989,0.516
15.909000,0.516
15.910036,0.515
15.911001,0.514
15.912006,0.515
15.912994,0.516
15.914039,0.515
15.915008,0.516
15.916071,0.516
15.917028,0.516
15.918056,0.515
15.919021,0.516
15.920078,0.516
15.921029,0.516
15.922016,0.516
15.923031,0.514
15.924078,0.515
15.925015,0.516
15.926034,0.516
15.927031,0.513
15.928000,0.515
15.929018,0.516
15.930064,0.515
15.931001,0.516
15.932015,0.516
15.933005,0.513
15.934054,0.513
15.935014,0.515
15.935994,0.515
15.937029,0.515
15.938075,0.512
15.939021,0.515
15.940002,0.516
15.941046,0.512
15.942025,0.516
15.943031,0.515
15.944004,0.515
15.945030,0.517
15.946087,0.515
15.947042,0.516
15.947990,0.514
15.949061,0.516
15.949993,0.514
15.951019,0.514
15.952015,0.514
15.952985,0.516
15.954048,0.516
15.955056,0.515
15.956033,0.513
15.957041,0.516
15.958010,0.514
15.959086,0.515
15.960074,0.513
15.960989,0.514
15.962051,0.514
15.962989,0.516
15.964063,0.516
15.965090,0.516
15.966031,0.515
15.967096,0.515
15.968007,0.515
15.968998,0.514
15.970050,0.516
15.971049,0.516
15.972027,0.515
15.973016,0.515
15.974033,0.514
15.974995,0.513
15.976057,0.516
15.976994,0.514
15.978054,0.513
15.979038,0.514
15.980003,0.512
15.981031,0.516
15.982015,0.513
15.983059,0.513
15.984029,0.515
15.985046,0.516
15.986070,0.515
15.987035,0.516
15.987987,0.513
15.989018,0.513
15.990062,0.516
15.991006,0.515
15.992049,0.516
15.993010,0.516
15.994058,0.514
15.995023,0.514
15.995996,0.514
15.997013,0.516
15.998062,0.515
15.998999,0.516
16.000038,0.513
16.001031,0.516
16.002033,0.513
16.002983,0.515
16.003983,0.514
16.005020,0.513
16.006036,0.516
16.007041,0.516
16.007997,0.514
16.009003,0.515
16.010044,0.514
16.010993,0.513
16.012000,0.514
16.013048,0.515
16.014049,0.513
16.015046,0.516
16.016070,0.516
16.016998,0.516
16.017987,0.514
16.019031,0.514
16.020027,0.514
16.021070,0.516
16.022042,0.516
16.022996,0.515
16.024058,0.515
16.025034,0.513
16.026062,0.516
16.027018,0.515
16.027984,0.514
16.029031,0.516
16.030012,0.514
16.031008,0.515
16.032044,0.515
16.033009,0.516
16.034027,0.513
16.034988,0.516
16.036061,0.513
16.037035,0.513
16.037990,0.514
16.039031,0.514
16.040044,0.514
16.040987,0.515
16.042028,0.513
16.042984,0.516
16.044063,0.516
16.045016,0.514
16.046029,0.513
16.047074,0.514
16.048020,0.514
16.049041,0.516
16.050048,0.515
16.051025,0.515
16.052033,0.515
16.053004,0.514
16.054030,0.513
16.054996,0.514
16.056045,0.512
16.056994,0.513
16.058008,0.512
16.058992,0.513
