# Time [ms], MC signal
24.515046,0.546
24.516011,0.548
24.517062,0.547
24.518003,0.547
24.519014,0.547
24.519987,0.546
24.521025,0.546
24.522007,0.547
24.523037,0.548
24.523996,0.547
24.525024,0.549
24.526015,0.549
24.527016,0.549
24.528014,0.549
24.529007,0.549
24.530037,0.551
24.531004,0.549
24.532063,0.549
24.533022,0.549
24.533988,0.550
24.535028,0.550
24.535983,0.550
24.536991,0.547
24.538048,0.549
24.539016,0.549
24.540064,0.548
24.541017,0.548
24.542030,0.545
24.543075,0.547
24.544025,0.549
24.544997,0.548
24.546042,0.548
24.547067,0.545
24.548029,0.548
24.549021,0.545
24.549985,0.546
24.550999,0.547
24.552040,0.545
24.552989,0.545
24.553996,0.545
24.554984,0.544
24.556012,0.544
24.557021,0.544
24.557990,0.546
24.559050,0.543
24.559989,0.546
24.561001,0.542
24.562057,0.543
24.563025,0.544
24.564038,0.541
24.565083,0.541
24.566022,0.542
24.567036,0.541
24.567989,0.542
24.568984,0.541
24.570020,0.541
24.571002,0.541
24.572007,0.540
24.573033,0.539
24.574010,0.540
24.575055,0.538
24.575986,0.540
24.577000,0.537
24.578045,0.537
24.579040,0.537
24.580054,0.537
24.581050,0.538
24.582039,0.536
24.583026,0.537
24.584052,0.534
24.585056,0.535
24.586031,0.535
24.587025,0.535
24.588081,0.536
24.589054,0.535
24.590014,0.535
24.591093,0.534
24.592035,0.532
24.593025,0.534
24.594017,0.533
24.595074,0.532
24.595987,0.532
24.597044,0.533
24.598097,0.533
24.599023,0.530
24.600014,0.532
24.601022,0.530
24.601985,0.531
24.603011,0.531
24.604043,0.531
24.605062,0.531
24.606096,0.531
24.606983,0.529
24.607985,0.529
24.609055,0.528
24.610049,0.529
24.610988,0.529
24.612035,0.529
24.613046,0.529
24.614083,0.529
24.615020,0.529
24.616049,0.529
24.616983,0.529
24.618055,0.527
24.619049,0.527
24.619983,0.525
24.621042,0.528
24.622006,0.528
24.623035,0.529
24.624030,0.527
24.625035,0.529
24.626014,0.527
24.627045,0.528
24.628043,0.527
24.628996,0.528
24.630039,0.527
24.631029,0.527
24.631994,0.526
24.633023,0.525
24.634074,0.527
24.635024,0.527
24.635999,0.525
24.637048,0.525
24.637999,0.527
24.639056,0.527
24.640007,0.524
24.641049,0.526
24.642048,0.526
24.642988,0.524
24.644052,0.525
24.645002,0.525
24.646046,0.523
24.647017,0.525
24.648038,0.526
24.649030,0.524
24.650007,0.524
24.651037,0.524
24.651993,0.523
24.653020,0.524
24.653999,0.524
24.655043,0.524
24.655993,0.523
24.656992,0.522
24.658043,0.523
24.659007,0.524
24.660048,0.521
24.661005,0.522
24.662021,0.522
24.662992,0.522
24.664028,0.520
24.665011,0.522
24.666015,0.521
24.667052,0.519
24.668001,0.519
24.669002,0.520
24.670045,0.520
24.671034,0.520
24.671999,0.518
24.672993,0.518
24.673999,0.519
24.675056,0.518
24.676007,0.519
24.677051,0.519
24.678062,0.520
24.679004,0.517
24.679992,0.517
24.681021,0.518
24.681987,0.518
24.683035,0.519
24.684077,0.519
24.685047,0.519
24.686032,0.516
24.687001,0.516
24.687986,0.517
24.689084,0.519
24.690041,0.518
24.691000,0.517
24.692056,0.519
24.693039,0.518
24.694037,0.519
24.695016,0.518
24.696046,0.519
24.697020,0.517
24.698011,0.520
24.699035,0.519
24.700018,0.520
24.700987,0.519
24.701985,0.520
24.703050,0.520
24.704010,0.520
24.705052,0.520
24.706023,0.521
24.707061,0.520
24.708034,0.521
24.709005,0.520
24.710027,0.522
24.711035,0.520
24.712038,0.520
24.713003,0.521
24.713991,0.520
24.715027,0.521
24.716022,0.522
24.717066,0.522
24.718055,0.523
24.719003,0.524
24.720046,0.523
24.721033,0.524
24.722078,0.524
24.723043,0.525
24.723994,0.523
24.725043,0.524
24.726014,0.523
24.727032,0.523
24.728042,0.524
24.729020,0.524
24.729986,0.525
24.731029,0.525
24.732059,0.523
24.733014,0.525
24.734051,0.524
24.735028,0.525
24.736014,0.524
24.737010,0.524
24.738022,0.524
24.738983,0.522
24.740022,0.523
24.740984,0.523
24.742012,0.523
24.742994,0.524
24.744035,0.524
24.745065,0.524
24.746029,0.524
24.746988,0.524
24.748052,0.523
24.749019,0.521
24.750034,0.524
24.751012,0.522
24.751990,0.523
24.753028,0.521
24.753984,0.519
24.755011,0.520
24.756054,0.520
24.757034,0.520
24.758002,0.520
24.758985,0.520
24.760027,0.520
24.760992,0.519
24.762033,0.520
24.763062,0.518
24.764064,0.519
24.765014,0.516
24.765989,0.518
24.767029,0.517
24.767987,0.516
24.769069,0.517
24.770003,0.517
24.771055,0.517
24.772042,0.516
24.773072,0.516
24.774028,0.516
24.775055,0.516
24.776021,0.516
24.777000,0.516
24.778037,0.515
24.779049,0.512
24.780001,0.514
24.781043,0.513
24.782015,0.512
24.783020,0.512
24.784008,0.515
24.785037,0.514
24.786019,0.513
24.787068,0.513
24.788004,0.512
24.788992,0.513
24.790003,0.512
24.790990,0.512
24.792039,0.512
24.792989,0.512
24.794032,0.512
24.795003,0.512
24.796043,0.512
24.796996,0.511
24.798034,0.512
24.799013,0.510
24.800002,0.512
24.801046,0.509
24.802011,0.512
24.803038,0.509
24.804004,0.512
24.805044,0.511
24.805999,0.512
24.807082,0.510
24.808038,0.511
24.809018,0.511
24.809989,0.509
24.811010,0.509
24.812072,0.508
24.813005,0.508
24.814061,0.511
24.815051,0.511
24.816001,0.509
24.817062,0.509
24.818016,0.511
24.819016,0.508
24.819990,0.509
24.821030,0.509
24.822032,0.509
24.823028,0.509
24.824008,0.509
24.825037,0.508
24.826011,0.510
24.827004,0.510
24.828004,0.509
24.829029,0.509
24.830058,0.509
24.831026,0.508
24.832009,0.509
24.833037,0.509
24.833996,0.508
24.835023,0.508
24.836006,0.508
24.836986,0.509
24.838006,0.509
24.839009,0.512
24.840038,0.511
24.841001,0.509
24.842051,0.511
24.843001,0.510
24.844052,0.511
24.845024,0.511
24.846042,0.511
24.846985,0.510
24.848028,0.511
24.848992,0.511
24.850050,0.511
24.851010,0.512
24.852040,0.512
24.853005,0.512
24.854010,0.512
24.855036,0.513
24.856011,0.513
24.857023,0.514
24.858015,0.516
24.859016,0.516
24.860040,0.518
24.860983,0.516
24.862032,0.516
24.862989,0.518
24.864035,0.520
24.864989,0.520
24.866020,0.520
24.866985,0.523
24.868042,0.522
24.869008,0.524
24.870049,0.525
24.870998,0.523
24.872009,0.526
24.873001,0.527
24.874028,0.528
24.874984,0.529
24.876021,0.529
24.877033,0.530
24.877987,0.532
24.879042,0.532
24.880035,0.532
24.881000,0.535
24.882013,0.535
24.883040,0.534
24.884006,0.537
24.885009,0.539
24.886042,0.539
24.887054,0.539
24.888021,0.541
24.888996,0.539
24.890038,0.542
24.891002,0.543
24.892043,0.543
24.893000,0.545
24.894020,0.544
24.895004,0.546
24.896023,0.543
24.897068,0.545
24.898016,0.547
24.899069,0.548
24.899985,0.547
24.901023,0.548
24.901985,0.548
24.903025,0.547
24.904038,0.548
24.905017,0.550
24.906039,0.549
24.906987,0.549
24.908051,0.549
24.909028,0.549
24.910051,0.549
24.911034,0.549
24.911998,0.549
24.913011,0.547
24.913984,0.549
24.915001,0.549
24.916050,0.552
24.917011,0.548
24.917983,0.549
24.918991,0.549
24.920047,0.549
24.920996,0.551
24.922003,0.549
24.922983,0.549
24.924028,0.547
24.925010,0.548
24.926014,0.548
24.927047,0.547
24.928014,0.549
24.929027,0.547
24.929998,0.549
24.930986,0.548
24.932006,0.547
24.933032,0.549
24.933999,0.548
24.935046,0.547
24.935984,0.546
24.937027,0.547
24.938059,0.549
24.939021,0.548
24.940014,0.547
24.941040,0.548
24.941997,0.547
24.943033,0.549
24.943983,0.549
24.944989,0.548
24.946048,0.548
24.947005,0.549
24.947989,0.548
24.949003,0.548
24.950046,0.549
24.951011,0.549
24.952015,0.548
24.953043,0.546
24.954055,0.550
24.955023,0.550
24.956031,0.548
24.957002,0.550
24.958028,0.549
24.959076,0.550
24.960038,0.551
24.961012,0.549
24.962059,0.549
24.962997,0.551
24.964010,0.551
24.965055,0.550
24.966003,0.551
24.967030,0.551
24.968021,0.553
24.969076,0.552
24.970021,0.550
24.970986,0.551
24.971999,0.551
24.973034,0.552
24.973999,0.552
24.975002,0.553
24.975985,0.552
24.977028,0.553
24.978061,0.553
24.979007,0.553
24.980004,0.553
24.981034,0.553
24.982042,0.551
24.983030,0.555
24.983995,0.554
24.985049,0.552
24.985988,0.551
24.987000,0.554
24.988047,0.554
24.988986,0.553
24.990039,0.553
24.991004,0.553
24.992008,0.552
24.993034,0.553
24.994027,0.553
24.995044,0.553
24.996027,0.554
24.996986,0.553
24.998046,0.553
24.999026,0.552
25.000038,0.553
25.001017,0.554
25.001990,0.553
25.003028,0.553
25.003984,0.551
25.005028,0.553
25.005995,0.553
25.007035,0.552
25.008039,0.553
25.009040,0.553
25.010038,0.553
25.011049,0.554
25.012072,0.553
25.013042,0.553
25.014031,0.553
25.014996,0.556
25.016000,0.553
25.016984,0.553
25.018065,0.553
25.019043,0.555
25.020052,0.554
25.020999,0.552
25.022051,0.554
25.023036,0.554
25.024014,0.553
25.025070,0.554
25.025989,0.556
25.026983,0.555
25.028012,0.556
25.029040,0.555
25.030029,0.553
25.031049,0.553
25.032005,0.554
25.032990,0.553
25.034036,0.556
25.034996,0.554
25.036009,0.554
25.036986,0.556
25.037990,0.554
25.039049,0.555
25.040001,0.555
25.041046,0.554
25.042032,0.554
25.043037,0.555
25.044027,0.554
25.044988,0.554
25.046018,0.557
25.046990,0.557
25.048022,0.556
25.049020,0.553
25.049993,0.557
25.051031,0.555
25.052012,0.554
25.053014,0.553
25.054056,0.555
25.055018,0.555
25.055994,0.555
25.056992,0.554
25.058004,0.555
25.059036,0.555
25.060002,0.554
25.061005,0.554
25.062047,0.557
25.062983,0.555
25.064014,0.554
25.065076,0.555
25.066002,0.556
25.067062,0.556
25.068045,0.555
25.069084,0.556
25.070048,0.556
25.071022,0.555
25.071989,0.555
25.073027,0.555
25.074066,0.558
25.075036,0.554
25.075988,0.555
25.077043,0.557
25.078042,0.558
25.079040,0.557
25.080028,0.556
25.080999,0.555
25.082029,0.557
25.082983,0.558
25.084011,0.556
25.084993,0.556
25.086043,0.555
25.086984,0.556
25.088061,0.558
25.089015,0.555
25.090058,0.558
25.091028,0.557
25.092010,0.555
25.093080,0.555
25.094019,0.556
25.094984,0.556
25.096024,0.557
25.097061,0.558
25.098071,0.558
25.099032,0.556
25.099998,0.557
25.101037,0.557
25.101993,0.559
25.103054,0.557
25.104066,0.557
25.105030,0.558
25.106034,0.556
25.106983,0.558
25.108066,0.556
25.109001,0.557
25.110043,0.555
25.111018,0.556
25.112057,0.555
25.113049,0.554
25.113995,0.556
25.115042,0.554
25.116005,0.554
25.117043,0.553
25.117988,0.555
25.118990,0.557
25.120036,0.557
25.121017,0.553
25.122060,0.556
25.123044,0.558
25.124083,0.558
25.125038,0.557
25.125990,0.558
25.127035,0.558
25.128037,0.560
25.128985,0.562
25.130054,0.563
25.131008,0.561
25.132051,0.563
25.133021,0.562
25.134040,0.565
25.135062,0.565
25.135996,0.562
25.137044,0.563
25.138044,0.564
25.138993,0.565
25.140057,0.564
25.140990,0.566
25.141986,0.564
25.143034,0.563
25.144053,0.564
25.145010,0.564
25.146039,0.562
25.147011,0.561
25.148016,0.564
25.149057,0.561
25.150016,0.561
25.151043,0.561
25.152008,0.561
25.152988,0.559
25.154020,0.560
25.154986,0.561
25.156052,0.561
25.157017,0.559
25.158017,0.558
25.159046,0.561
25.160014,0.559
25.160986,0.558
25.162029,0.559
25.163009,0.558
25.164040,0.557
25.165019,0.558
25.166052,0.559
25.167032,0.560
25.167999,0.562
25.169047,0.561
25.170044,0.562
25.170993,0.562
25.172070,0.564
25.173012,0.562
25.174054,0.563
25.175017,0.566
25.176049,0.566
25.177010,0.566
25.178017,0.567
25.178989,0.567
25.180033,0.569
25.181062,0.571
25.182018,0.570
25.182989,0.573
25.184041,0.572
25.185028,0.572
25.186059,0.572
25.187018,0.573
25.187984,0.574
25.189026,0.575
25.190038,0.575
25.191036,0.575
25.192004,0.577
25.193031,0.574
25.193997,0.578
25.195036,0.577
25.196001,0.578
25.197070,0.578
25.198016,0.578
25.198999,0.577
25.200046,0.578
25.201069,0.577
25.202007,0.579
25.203059,0.579
25.203984,0.578
25.205011,0.578
25.206066,0.578
25.206997,0.579
25.207986,0.578
25.209038,0.580
25.210069,0.578
25.211000,0.578
25.212046,0.580
25.213069,0.577
25.214030,0.577
25.215010,0.579
25.216037,0.578
25.217082,0.579
25.218043,0.578
25.218992,0.576
25.220002,0.576
25.220998,0.575
25.222026,0.575
25.223078,0.574
25.224017,0.576
25.225029,0.576
25.226075,0.574
25.227021,0.574
25.227995,0.574
25.228994,0.573
25.230035,0.570
25.231044,0.571
25.232017,0.572
25.233043,0.571
25.234023,0.570
25.235035,0.573
25.236020,0.571
25.237019,0.570
25.237997,0.569
25.239073,0.569
25.240018,0.568
25.241058,0.568
25.242023,0.567
25.243069,0.566
25.244026,0.566
25.244984,0.564
25.246036,0.566
25.247005,0.563
25.248018,0.566
25.248996,0.563
25.249988,0.563
25.251023,0.563
25.252013,0.562
25.253014,0.562
25.254057,0.560
25.255019,0.562
25.256050,0.561
25.257049,0.559
25.258048,0.560
25.259054,0.560
25.260028,0.559
25.260983,0.558
25.261990,0.558
25.263038,0.556
25.264022,0.557
25.265019,0.558
25.266044,0.556
25.267049,0.556
25.268036,0.556
25.268999,0.555
25.270022,0.555
25.270988,0.554
25.272025,0.553
25.273007,0.553
25.274011,0.552
25.275046,0.553
25.276013,0.551
25.277031,0.549
25.277986,0.552
25.278985,0.553
25.280007,0.551
25.281034,0.552
25.282029,0.550
25.282992,0.549
25.284055,0.549
25.285056,0.548
25.286025,0.549
25.287021,0.549
25.288061,0.548
25.289070,0.546
25.290006,0.546
25.291054,0.546
25.292019,0.546
25.293050,0.545
25.294031,0.546
25.294990,0.547
25.296033,0.546
25.297003,0.546
25.298029,0.546
25.299017,0.545
25.300056,0.545
25.301046,0.545
25.302018,0.545
25.303014,0.546
25.303999,0.545
25.305028,0.545
25.306002,0.545
25.307058,0.545
25.308010,0.545
25.308990,0.545
25.310033,0.545
25.311066,0.544
25.312031,0.545
25.312990,0.544
25.314033,0.545
25.315019,0.544
25.316056,0.542
25.317011,0.543
25.317997,0.544
25.318985,0.545
25.320029,0.545
25.321058,0.545
25.322021,0.544
25.322996,0.545
25.324049,0.545
25.325018,0.543
25.326049,0.545
25.327028,0.546
25.328030,0.545
25.329013,0.547
25.330005,0.544
25.331056,0.545
25.332051,0.546
25.332985,0.544
25.334027,0.546
25.334991,0.545
25.336023,0.545
25.337007,0.548
25.337988,0.547
25.339044,0.547
25.340009,0.547
25.341040,0.547
25.341996,0.546
25.343032,0.545
25.344039,0.545
25.345005,0.549
25.346035,0.548
25.347015,0.548
25.348018,0.548
25.349001,0.546
25.350051,0.545
25.351019,0.546
25.352082,0.549
25.353006,0.548
25.354049,0.548
25.355028,0.548
25.356055,0.547
25.357012,0.548
25.358022,0.548
25.359002,0.548
25.360043,0.547
25.361002,0.547
25.362073,0.545
25.362998,0.549
25.364041,0.547
25.365028,0.548
25.365985,0.548
25.367055,0.547
25.367989,0.545
25.369047,0.545
25.370018,0.546
25.371061,0.548
25.372053,0.545
25.373006,0.545
25.374057,0.545
25.375020,0.547
25.376050,0.545
25.377029,0.546
25.378039,0.545
25.379032,0.544
25.380032,0.545
25.381063,0.544
25.382019,0.545
25.383047,0.544
25.384013,0.543
25.384999,0.543
25.386005,0.544
25.387001,0.542
25.388037,0.544
25.389016,0.544
25.390027,0.541
25.390991,0.542
25.392051,0.541
25.393001,0.542
25.393983,0.541
25.395032,0.541
25.396030,0.540
25.397008,0.541
25.397994,0.539
25.399047,0.539
25.400028,0.539
25.401049,0.540
25.402015,0.539
25.402985,0.538
25.404013,0.538
25.405028,0.538
25.406000,0.538
25.407018,0.537
25.408066,0.537
25.409034,0.537
25.409992,0.537
25.411014,0.537
25.411990,0.537
25.413008,0.536
25.414055,0.537
25.414992,0.534
25.416031,0.535
25.417022,0.536
25.418070,0.535
25.419028,0.533
25.420000,0.533
25.421020,0.534
25.422000,0.533
25.423062,0.532
25.424005,0.534
25.424998,0.532
25.426017,0.533
25.427078,0.532
25.428013,0.533
25.428999,0.533
25.429991,0.533
25.431026,0.532
25.431984,0.532
25.433012,0.533
25.433985,0.532
25.435042,0.531
25.436061,0.531
25.437021,0.531
25.438009,0.532
25.439002,0.531
25.440049,0.530
25.441085,0.530
25.441983,0.531
25.443021,0.529
25.444086,0.529
25.445032,0.531
25.446013,0.531
25.447021,0.529
25.448027,0.529
25.448996,0.530
25.449986,0.531
25.451065,0.530
25.452012,0.531
25.453004,0.529
25.453995,0.530
25.455049,0.529
25.456077,0.530
25.457017,0.529
25.458073,0.529
25.458999,0.529
25.459995,0.529
25.461011,0.530
25.461991,0.529
25.463015,0.529
25.464036,0.529
25.465021,0.529
25.466015,0.529
25.467039,0.529
25.468065,0.526
25.469021,0.526
25.470003,0.526
25.471067,0.528
25.472013,0.529
25.473031,0.525
25.474031,0.527
25.475056,0.526
25.476015,0.525
25.477033,0.526
25.478002,0.525
25.478989,0.526
25.480008,0.524
25.480997,0.524
25.482011,0.525
25.483040,0.524
25.484034,0.523
25.485061,0.523
25.486018,0.524
25.487045,0.524
25.488043,0.522
25.489023,0.522
25.490034,0.523
25.491010,0.521
25.492051,0.523
25.493007,0.522
25.494014,0.522
25.495002,0.522
25.496030,0.521
25.497037,0.523
25.498016,0.520
25.499022,0.522
25.499994,0.520
25.501014,0.520
25.502008,0.522
25.503070,0.519
25.504000,0.520
25.505043,0.520
25.506073,0.520
25.507001,0.519
25.508006,0.519
25.509038,0.518
25.510027,0.520
25.511044,0.519
25.511994,0.519
25.513055,0.520
25.514025,0.520
25.515043,0.519
25.516011,0.520
25.516983,0.521
25.518052,0.518
25.518988,0.520
25.520024,0.520
25.521021,0.520
25.521985,0.520
25.523047,0.521
25.523990,0.521
25.525032,0.520
25.526003,0.523
25.527030,0.521
25.528004,0.522
25.529044,0.522
25.529995,0.524
25.531005,0.522
25.531997,0.524
25.533029,0.523
25.534022,0.523
25.535061,0.522
25.535990,0.525
25.537034,0.524
25.538018,0.524
25.538986,0.524
25.540039,0.525
25.540985,0.524
25.542050,0.524
25.543073,0.525
25.544003,0.524
25.545054,0.524
25.546042,0.526
25.547054,0.525
25.548048,0.528
25.548997,0.525
25.550004,0.524
25.550983,0.525
25.552013,0.524
25.552998,0.524
25.554017,0.525
25.555044,0.525
25.556010,0.525
25.557057,0.524
25.558072,0.524
25.559009,0.524
25.560028,0.527
25.561015,0.528
25.562031,0.524
25.563005,0.524
25.564059,0.525
25.564983,0.523
25.566011,0.523
25.567055,0.524
25.568049,0.524
25.569067,0.522
25.570035,0.524
25.570998,0.521
25.572007,0.523
25.573047,0.523
25.574003,0.522
25.575012,0.522
25.576007,0.521
25.577033,0.520
25.578045,0.520
25.579084,0.520
25.580013,0.520
25.581057,0.519
25.581993,0.520
25.583060,0.517
25.584032,0.517
25.584986,0.519
25.585994,0.518
25.587040,0.519
25.588014,0.516
25.588992,0.518
25.589985,0.516
25.591012,0.516
25.591994,0.516
25.592998,0.516
25.594034,0.516
25.595028,0.516
25.596047,0.515
25.597006,0.516
25.598025,0.516
25.598989,0.515
25.600044,0.515
25.601018,0.513
25.602071,0.514
25.603004,0.514
25.604048,0.513
25.605026,0.515
25.606065,0.513
25.607027,0.513
25.607993,0.514
25.609034,0.514
25.610006,0.516
25.611023,0.513
25.612054,0.512
25.612987,0.513
25.614035,0.513
25.615004,0.512
25.616023,0.513
25.617084,0.512
25.618055,0.511
25.619046,0.510
25.620017,0.512
25.621035,0.512
25.621995,0.510
25.623022,0.512
25.623995,0.512
25.625051,0.511
25.626024,0.510
25.626985,0.510
25.628034,0.512
25.629014,0.511
25.629986,0.512
25.631029,0.512
25.632031,0.510
25.633044,0.511
25.634023,0.509
25.634986,0.511
25.636017,0.513
25.637074,0.510
25.638024,0.511
25.639003,0.512
25.639991,0.510
25.641034,0.512
25.642017,0.511
25.643027,0.512
25.644001,0.511
25.645041,0.509
25.645991,0.508
25.647063,0.511
25.648009,0.512
25.649010,0.512
25.649983,0.512
25.651013,0.511
25.652065,0.511
25.652998,0.510
25.654048,0.510
25.655035,0.511
25.656074,0.512
25.657029,0.512
25.657988,0.512
25.659044,0.511
25.660016,0.512
25.661021,0.511
25.662049,0.511
25.663007,0.512
25.664015,0.512
25.664986,0.512
25.666005,0.512
25.667058,0.513
25.668011,0.512
25.669010,0.513
25.670055,0.512
25.671078,0.515
25.672009,0.513
25.672984,0.512
25.673995,0.514
25.675021,0.514
25.675990,0.512
25.677008,0.514
25.678049,0.515
25.679053,0.514
25.680086,0.515
25.681021,0.516
25.681989,0.517
25.682992,0.517
25.684052,0.519
25.685023,0.519
25.685988,0.518
25.687002,0.520
25.688043,0.520
25.689007,0.520
25.690053,0.521
25.691007,0.523
25.692049,0.522
25.693043,0.522
25.694062,0.525
25.695041,0.526
25.695992,0.527
25.697034,0.524
25.698041,0.529
25.698996,0.529
25.700055,0.528
25.701005,0.533
25.702050,0.530
25.703020,0.533
25.704025,0.534
25.705014,0.535
25.705992,0.536
25.707021,0.537
25.708076,0.537
25.709024,0.538
25.709998,0.538
25.711046,0.540
25.712085,0.541
25.713055,0.541
25.714006,0.541
25.715048,0.540
25.716028,0.541
25.717033,0.544
25.718020,0.543
25.718998,0.543
25.720046,0.544
25.721000,0.545
25.722044,0.544
25.723031,0.545
25.723996,0.544
25.725025,0.545
25.726075,0.544
25.727025,0.546
25.728005,0.548
25.729001,0.547
25.729997,0.548
25.731054,0.545
25.732025,0.547
25.732989,0.546
25.733989,0.547
25.735038,0.546
25.735994,0.545
25.737022,0.545
25.737995,0.548
25.739050,0.547
25.740090,0.548
25.741052,0.548
25.742024,0.546
25.742988,0.548
25.744038,0.547
25.745034,0.545
25.746013,0.548
25.746984,0.545
25.748026,0.547
25.749048,0.547
25.750046,0.547
25.751024,0.546
25.751988,0.546
25.753028,0.546
25.753993,0.546
25.755020,0.547
25.756003,0.547
25.757043,0.545
25.758081,0.547
25.758983,0.546
25.760033,0.544
25.761078,0.545
25.762023,0.545
25.762991,0.545
25.764037,0.547
25.764986,0.545
25.766038,0.546
25.767009,0.546
25.768028,0.545
25.769016,0.545
25.770069,0.547
25.771019,0.548
25.772010,0.548
25.773034,0.547
25.774080,0.547
25.775017,0.548
25.776036,0.549
25.777029,0.549
25.778005,0.549
25.779049,0.550
25.780031,0.550
25.780990,0.549
25.781997,0.549
25.783048,0.549
25.784026,0.552
25.785023,0.551
25.786047,0.552
25.787053,0.553
25.788026,0.551
25.788996,0.553
25.789991,0.552
25.791041,0.551
25.792008,0.553
25.793055,0.553
25.793994,0.553
25.795014,0.553
25.796071,0.552
25.797007,0.552
25.798027,0.553
25.799075,0.554
25.800044,0.554
25.800993,0.555
25.802009,0.555
25.802998,0.554
25.804017,0.554
25.805062,0.556
25.806001,0.554
25.807029,0.556
25.808021,0.556
25.809033,0.554
25.809995,0.557
25.811056,0.556
25.811986,0.555
25.813014,0.553
25.814026,0.554
25.814990,0.555
25.816063,0.555
25.816996,0.556
25.818048,0.553
25.819009,0.554
25.819983,0.555
25.821075,0.554
25.822010,0.554
25.822990,0.555
25.824020,0.556
25.824984,0.555
25.826042,0.556
25.826984,0.557
25.828034,0.556
25.829012,0.558
25.829983,0.555
25.831044,0.556
25.832059,0.553
25.833034,0.556
25.834005,0.557
25.835023,0.555
25.836014,0.554
25.837041,0.558
25.838016,0.558
25.839002,0.558
25.840014,0.558
25.840993,0.557
25.842023,0.555
25.843014,0.557
25.844003,0.558
25.845034,0.556
25.845993,0.558
25.847020,0.555
25.847985,0.558
25.849033,0.558
25.850030,0.557
25.851048,0.556
25.852016,0.557
25.853036,0.558
25.854082,0.558
25.855019,0.557
25.856043,0.558
25.856992,0.556
25.857987,0.557
25.859012,0.557
25.859998,0.559
25.861010,0.558
25.862041,0.559
25.863037,0.557
25.864001,0.556
25.864990,0.558
25.866019,0.558
25.866983,0.556
25.868024,0.558
25.869062,0.554
25.869984,0.558
25.871011,0.554
25.871994,0.557
25.873034,0.554
25.874065,0.557
25.875030,0.555
25.876032,0.557
25.877042,0.556
25.878044,0.556
25.879064,0.556
25.880026,0.554
25.881070,0.558
25.882003,0.557
25.882996,0.554
25.884005,0.555
25.885062,0.554
25.886073,0.555
25.887002,0.557
25.888012,0.557
25.889129,0.554
25.890059,0.556
25.891048,0.556
25.892023,0.554
25.893046,0.557
25.894081,0.557
25.895027,0.555
25.896052,0.558
25.897089,0.557
25.898023,0.556
25.899018,0.557
25.900076,0.557
25.901052,0.557
25.901987,0.556
25.903046,0.555
25.904011,0.557
25.904984,0.555
25.906024,0.555
25.907055,0.556
25.907989,0.555
25.908990,0.554
25.910047,0.555
25.911011,0.555
25.912034,0.554
25.913081,0.553
25.914035,0.552
25.915001,0.554
25.916056,0.553
25.917039,0.555
25.918046,0.553
25.919017,0.555
25.920036,0.555
25.921081,0.555
25.922045,0.555
25.923022,0.554
25.924033,0.555
25.925056,0.553
25.925985,0.555
25.927028,0.553
25.928061,0.554
25.928999,0.555
25.929997,0.555
25.931020,0.553
25.932031,0.553
25.933004,0.551
25.933983,0.549
25.935053,0.550
25.936077,0.550
25.937045,0.549
25.938017,0.549
25.939035,0.549
25.940026,0.549
25.941038,0.549
25.941986,0.551
25.943049,0.549
25.944050,0.550
25.944993,0.549
25.946043,0.550
25.947017,0.550
25.947984,0.551
25.948987,0.553
25.950014,0.551
25.951023,0.553
25.952069,0.553
25.953057,0.553
25.954022,0.555
25.954986,0.554
25.956027,0.555
25.957056,0.555
25.958048,0.557
25.959001,0.557
25.960053,0.558
25.961015,0.558
25.962046,0.556
25.963028,0.558
25.963995,0.555
25.965047,0.556
25.966038,0.555
25.967002,0.553
25.967984,0.554
25.968985,0.555
25.970028,0.554
25.970993,0.554
25.972020,0.553
25.973010,0.553
25.974039,0.552
25.974987,0.554
25.976050,0.551
25.976983,0.553
25.978040,0.555
25.979011,0.554
25.979985,0.553
25.981030,0.552
25.982035,0.552
25.983006,0.553
25.984023,0.553
25.985040,0.555
25.985999,0.552
25.987043,0.553
25.988009,0.554
25.988996,0.553
25.990030,0.553
25.991048,0.553
25.991998,0.554
25.993039,0.555
25.994048,0.554
25.994988,0.555
25.996056,0.555
25.997006,0.556
25.998049,0.557
25.999019,0.559
26.000016,0.558
26.001005,0.560
26.001994,0.559
26.003029,0.562
26.004011,0.562
26.005044,0.562
26.006023,0.562
26.006994,0.564
26.008035,0.566
26.009005,0.566
26.010033,0.566
26.010998,0.566
26.012043,0.568
26.013081,0.567
26.014067,0.567
26.015013,0.570
26.015995,0.572
26.017045,0.570
26.017984,0.572
26.019041,0.573
26.020001,0.573
26.021051,0.575
26.022023,0.572
26.023058,0.574
26.024058,0.574
26.025005,0.574
26.026057,0.574
26.027036,0.575
26.028033,0.577
26.029011,0.577
26.029992,0.574
26.031022,0.575
26.032027,0.576
26.033031,0.576
26.034030,0.576
26.034991,0.578
26.036022,0.578
26.037086,0.575
26.038029,0.577
26.039016,0.577
26.040046,0.575
26.041009,0.576
26.042060,0.576
26.042993,0.576
26.044071,0.574
26.044991,0.574
26.045989,0.575
26.047046,0.577
26.047998,0.574
26.049040,0.574
26.050020,0.574
26.051025,0.573
26.052022,0.570
26.052985,0.572
26.054024,0.571
26.055025,0.571
26.056031,0.570
26.057020,0.570
26.058048,0.568
26.059036,0.569
26.060017,0.568
26.061018,0.567
26.061997,0.566
26.063043,0.564
26.064018,0.564
26.065018,0.564
26.066033,0.566
26.067011,0.565
26.068041,0.563
